net,length_um
_05632_,23.9µm
net2065,23.9µm
_06867_,23.885µm
_02217_,23.88µm
_02956_,23.88µm
_05557_,23.88µm
u_ibex_top.gen_regfile_ff.register_file_i.g_plain_rf.g_rf_flops\[25\].rf_reg_q\[23\],23.88µm
u_ibex_top.gen_regfile_ff.register_file_i.g_plain_rf.g_rf_flops\[27\].rf_reg_q\[28\],23.88µm
u_ibex_top.gen_regfile_ff.register_file_i.g_plain_rf.g_rf_flops\[16\].rf_reg_q\[18\],23.86µm
_03347_,23.845µm
_08085_,23.84µm
_05362_,23.82µm
u_ibex_top.gen_regfile_ff.register_file_i.g_plain_rf.g_rf_flops\[17\].rf_reg_q\[13\],23.82µm
u_ibex_top.gen_regfile_ff.register_file_i.g_plain_rf.g_rf_flops\[19\].rf_reg_q\[1\],23.82µm
u_ibex_top.gen_regfile_ff.register_file_i.g_plain_rf.g_rf_flops\[24\].rf_reg_q\[22\],23.82µm
u_ibex_top.u_ibex_core.cs_registers_i.csr_mtvec_o\[9\],23.82µm
_04975_,23.8µm
_09587_,23.8µm
u_ibex_top.gen_regfile_ff.register_file_i.g_plain_rf.g_rf_flops\[27\].rf_reg_q\[12\],23.8µm
_03641_,23.76µm
u_ibex_top.gen_regfile_ff.register_file_i.g_plain_rf.g_rf_flops\[7\].rf_reg_q\[9\],23.76µm
u_ibex_top.gen_regfile_ff.register_file_i.g_plain_rf.g_rf_flops\[3\].rf_reg_q\[9\],23.75µm
_02292_,23.74µm
u_ibex_top.gen_regfile_ff.register_file_i.g_plain_rf.g_rf_flops\[19\].rf_reg_q\[12\],23.74µm
u_ibex_top.gen_regfile_ff.register_file_i.g_plain_rf.g_rf_flops\[23\].rf_reg_q\[17\],23.735µm
_02303_,23.72µm
_04653_,23.72µm
_09432_,23.72µm
_04875_,23.7µm
_06823_,23.68µm
_06849_,23.68µm
u_ibex_top.gen_regfile_ff.register_file_i.g_plain_rf.g_rf_flops\[22\].rf_reg_q\[28\],23.68µm
u_ibex_top.gen_regfile_ff.register_file_i.g_plain_rf.g_rf_flops\[25\].rf_reg_q\[26\],23.68µm
u_ibex_top.u_ibex_core.ex_block_i.gen_multdiv_fast.multdiv_i.gen_mult_fast.mult_state_q\[3\],23.68µm
_03397_,23.675µm
_05441_,23.66µm
_04535_,23.64µm
_05544_,23.64µm
u_ibex_top.gen_regfile_ff.register_file_i.g_plain_rf.g_rf_flops\[18\].rf_reg_q\[19\],23.64µm
u_ibex_top.gen_regfile_ff.register_file_i.g_plain_rf.g_rf_flops\[9\].rf_reg_q\[1\],23.64µm
_02990_,23.62µm
_05174_,23.62µm
_06164_,23.62µm
u_ibex_top.gen_regfile_ff.register_file_i.g_plain_rf.g_rf_flops\[24\].rf_reg_q\[11\],23.62µm
u_ibex_top.gen_regfile_ff.register_file_i.g_plain_rf.g_rf_flops\[26\].rf_reg_q\[9\],23.62µm
u_ibex_top.gen_regfile_ff.register_file_i.g_plain_rf.g_rf_flops\[28\].rf_reg_q\[14\],23.62µm
u_ibex_top.gen_regfile_ff.register_file_i.g_plain_rf.g_rf_flops\[9\].rf_reg_q\[23\],23.6µm
u_ibex_top.gen_regfile_ff.register_file_i.g_plain_rf.g_rf_flops\[25\].rf_reg_q\[12\],23.58µm
u_ibex_top.gen_regfile_ff.register_file_i.g_plain_rf.g_rf_flops\[8\].rf_reg_q\[14\],23.58µm
_09385_,23.56µm
u_ibex_top.gen_regfile_ff.register_file_i.g_plain_rf.g_rf_flops\[11\].rf_reg_q\[12\],23.56µm
u_ibex_top.u_ibex_core.cs_registers_i.mcounteren\[2\],23.55µm
_02239_,23.54µm
_04316_,23.54µm
_05504_,23.54µm
u_ibex_top.gen_regfile_ff.register_file_i.g_plain_rf.g_rf_flops\[12\].rf_reg_q\[0\],23.54µm
u_ibex_top.u_ibex_core.cs_registers_i.mhpmcounter\[1901\],23.54µm
u_ibex_top.gen_regfile_ff.register_file_i.g_plain_rf.g_rf_flops\[6\].rf_reg_q\[31\],23.52µm
net2460,23.51µm
_04158_,23.5µm
_05332_,23.5µm
_05414_,23.5µm
_07109_,23.5µm
u_ibex_top.gen_regfile_ff.register_file_i.g_plain_rf.g_rf_flops\[5\].rf_reg_q\[26\],23.48µm
u_ibex_top.gen_regfile_ff.register_file_i.g_plain_rf.g_rf_flops\[6\].rf_reg_q\[2\],23.48µm
_03692_,23.46µm
_05172_,23.46µm
_06171_,23.46µm
_08670_,23.46µm
u_ibex_top.gen_regfile_ff.register_file_i.g_plain_rf.g_rf_flops\[13\].rf_reg_q\[22\],23.46µm
u_ibex_top.gen_regfile_ff.register_file_i.g_plain_rf.g_rf_flops\[19\].rf_reg_q\[30\],23.46µm
_02057_,23.455µm
_03339_,23.455µm
_02595_,23.42µm
_08205_,23.42µm
_08986_,23.42µm
u_ibex_top.gen_regfile_ff.register_file_i.g_plain_rf.g_rf_flops\[28\].rf_reg_q\[25\],23.42µm
u_ibex_top.gen_regfile_ff.register_file_i.g_plain_rf.g_rf_flops\[9\].rf_reg_q\[16\],23.42µm
u_ibex_top.u_ibex_core.cs_registers_i.mcycle_counter_i.counter\[18\],23.415µm
u_ibex_top.gen_regfile_ff.register_file_i.g_plain_rf.g_rf_flops\[22\].rf_reg_q\[12\],23.4µm
u_ibex_top.gen_regfile_ff.register_file_i.g_plain_rf.g_rf_flops\[22\].rf_reg_q\[6\],23.4µm
_05924_,23.38µm
_09174_,23.38µm
_07899_,23.36µm
u_ibex_top.gen_regfile_ff.register_file_i.g_plain_rf.g_rf_flops\[15\].rf_reg_q\[3\],23.36µm
_05633_,23.34µm
_06601_,23.34µm
_06953_,23.34µm
_09476_,23.32µm
u_ibex_top.gen_regfile_ff.register_file_i.g_plain_rf.g_rf_flops\[19\].rf_reg_q\[0\],23.32µm
u_ibex_top.gen_regfile_ff.register_file_i.g_plain_rf.g_rf_flops\[22\].rf_reg_q\[27\],23.32µm
u_ibex_top.crash_dump_o\[74\],23.31µm
_03804_,23.3µm
_05275_,23.3µm
_08076_,23.3µm
u_ibex_top.gen_regfile_ff.register_file_i.g_plain_rf.g_rf_flops\[9\].rf_reg_q\[7\],23.3µm
u_ibex_top.u_ibex_core.load_store_unit_i.rdata_q\[13\],23.3µm
u_ibex_top.crash_dump_o\[106\],23.29µm
_03252_,23.28µm
_02804_,23.26µm
u_ibex_top.gen_regfile_ff.register_file_i.g_plain_rf.g_rf_flops\[25\].rf_reg_q\[20\],23.26µm
u_ibex_top.u_ibex_core.cs_registers_i.cpuctrlsts_part_q\[7\],23.26µm
_05707_,23.24µm
u_ibex_top.crash_dump_o\[87\],23.24µm
u_ibex_top.gen_regfile_ff.register_file_i.g_plain_rf.g_rf_flops\[22\].rf_reg_q\[22\],23.24µm
u_ibex_top.u_ibex_core.cs_registers_i.csr_depc_o\[23\],23.225µm
u_ibex_top.gen_regfile_ff.register_file_i.g_plain_rf.g_rf_flops\[11\].rf_reg_q\[29\],23.22µm
u_ibex_top.gen_regfile_ff.register_file_i.g_plain_rf.g_rf_flops\[15\].rf_reg_q\[29\],23.22µm
u_ibex_top.gen_regfile_ff.register_file_i.g_plain_rf.g_rf_flops\[17\].rf_reg_q\[22\],23.22µm
_06812_,23.2µm
_07335_,23.2µm
u_ibex_top.gen_regfile_ff.register_file_i.g_plain_rf.g_rf_flops\[14\].rf_reg_q\[24\],23.18µm
u_ibex_top.gen_regfile_ff.register_file_i.g_plain_rf.g_rf_flops\[6\].rf_reg_q\[0\],23.18µm
_06043_,23.16µm
_05298_,23.14µm
u_ibex_top.u_ibex_core.ex_block_i.gen_multdiv_fast.multdiv_i.op_quotient_q\[7\],23.14µm
_03228_,23.12µm
_04847_,23.1µm
_09740_,23.1µm
u_ibex_top.gen_regfile_ff.register_file_i.g_plain_rf.g_rf_flops\[30\].rf_reg_q\[0\],23.1µm
_03382_,23.08µm
_03816_,23.08µm
_08573_,23.08µm
u_ibex_top.gen_regfile_ff.register_file_i.g_plain_rf.g_rf_flops\[12\].rf_reg_q\[16\],23.08µm
u_ibex_top.gen_regfile_ff.register_file_i.g_plain_rf.g_rf_flops\[30\].rf_reg_q\[17\],23.08µm
u_ibex_top.u_ibex_core.load_store_unit_i.rdata_q\[25\],23.08µm
_01988_,23.06µm
_08094_,23.06µm
net172,23.06µm
u_ibex_top.gen_regfile_ff.register_file_i.g_plain_rf.g_rf_flops\[12\].rf_reg_q\[10\],23.06µm
u_ibex_top.gen_regfile_ff.register_file_i.g_plain_rf.g_rf_flops\[30\].rf_reg_q\[15\],23.06µm
u_ibex_top.gen_regfile_ff.register_file_i.g_plain_rf.g_rf_flops\[28\].rf_reg_q\[26\],23.05µm
_04984_,23.04µm
u_ibex_top.gen_regfile_ff.register_file_i.g_plain_rf.g_rf_flops\[14\].rf_reg_q\[14\],23.04µm
u_ibex_top.gen_regfile_ff.register_file_i.g_plain_rf.g_rf_flops\[28\].rf_reg_q\[28\],23.04µm
u_ibex_top.gen_regfile_ff.register_file_i.g_plain_rf.g_rf_flops\[5\].rf_reg_q\[10\],23.04µm
u_ibex_top.gen_regfile_ff.register_file_i.g_plain_rf.g_rf_flops\[12\].rf_reg_q\[8\],23µm
u_ibex_top.gen_regfile_ff.register_file_i.g_plain_rf.g_rf_flops\[31\].rf_reg_q\[13\],23µm
_04611_,22.98µm
_05322_,22.98µm
_04758_,22.96µm
u_ibex_top.gen_regfile_ff.register_file_i.g_plain_rf.g_rf_flops\[17\].rf_reg_q\[28\],22.96µm
_08716_,22.94µm
net2824,22.905µm
u_ibex_top.u_ibex_core.cs_registers_i.csr_depc_o\[22\],22.9µm
_08855_,22.88µm
_02238_,22.85µm
u_ibex_top.gen_regfile_ff.register_file_i.g_plain_rf.g_rf_flops\[16\].rf_reg_q\[5\],22.84µm
net281,22.84µm
u_ibex_top.gen_regfile_ff.register_file_i.g_plain_rf.g_rf_flops\[4\].rf_reg_q\[25\],22.82µm
u_ibex_top.u_ibex_core.load_store_unit_i.rdata_q\[23\],22.8µm
_04334_,22.78µm
_07105_,22.74µm
_07990_,22.72µm
_09742_,22.72µm
u_ibex_top.u_ibex_core.cs_registers_i.mhpmcounter\[1865\],22.72µm
_06379_,22.7µm
_07418_,22.7µm
_08976_,22.7µm
u_ibex_top.gen_regfile_ff.register_file_i.g_plain_rf.g_rf_flops\[17\].rf_reg_q\[5\],22.7µm
u_ibex_top.gen_regfile_ff.register_file_i.g_plain_rf.g_rf_flops\[22\].rf_reg_q\[2\],22.7µm
u_ibex_top.gen_regfile_ff.register_file_i.g_plain_rf.g_rf_flops\[31\].rf_reg_q\[10\],22.7µm
u_ibex_top.u_ibex_core.ex_block_i.gen_multdiv_fast.multdiv_i.gen_mult_fast.mult_state_q\[2\],22.7µm
u_ibex_top.gen_regfile_ff.register_file_i.g_plain_rf.g_rf_flops\[31\].rf_reg_q\[3\],22.68µm
_01943_,22.66µm
_05708_,22.66µm
_08058_,22.66µm
u_ibex_top.gen_regfile_ff.register_file_i.g_plain_rf.g_rf_flops\[5\].rf_reg_q\[24\],22.66µm
_06980_,22.655µm
_04276_,22.64µm
_05981_,22.64µm
_07441_,22.64µm
_03655_,22.62µm
_04388_,22.62µm
_04571_,22.62µm
net2330,22.62µm
_09772_,22.6µm
u_ibex_top.gen_regfile_ff.register_file_i.g_plain_rf.g_rf_flops\[24\].rf_reg_q\[10\],22.6µm
u_ibex_top.gen_regfile_ff.register_file_i.g_plain_rf.g_rf_flops\[5\].rf_reg_q\[15\],22.6µm
u_ibex_top.u_ibex_core.if_stage_i.gen_prefetch_buffer.prefetch_buffer_i.fifo_i.err_q\[0\],22.6µm
u_ibex_top.gen_regfile_ff.register_file_i.g_plain_rf.g_rf_flops\[18\].rf_reg_q\[25\],22.58µm
_05386_,22.56µm
_07040_,22.54µm
u_ibex_top.gen_regfile_ff.register_file_i.g_plain_rf.g_rf_flops\[18\].rf_reg_q\[11\],22.54µm
u_ibex_top.gen_regfile_ff.register_file_i.g_plain_rf.g_rf_flops\[31\].rf_reg_q\[30\],22.54µm
u_ibex_top.u_ibex_core.cs_registers_i.csr_mtvec_o\[24\],22.54µm
u_ibex_top.gen_regfile_ff.register_file_i.g_plain_rf.g_rf_flops\[11\].rf_reg_q\[6\],22.52µm
_05356_,22.5µm
u_ibex_top.u_ibex_core.id_stage_i.controller_i.instr_compressed_i\[14\],22.5µm
_06647_,22.485µm
_03581_,22.48µm
_09562_,22.48µm
_04696_,22.46µm
_07997_,22.46µm
u_ibex_top.gen_regfile_ff.register_file_i.g_plain_rf.g_rf_flops\[13\].rf_reg_q\[31\],22.46µm
u_ibex_top.gen_regfile_ff.register_file_i.g_plain_rf.g_rf_flops\[8\].rf_reg_q\[23\],22.46µm
_03199_,22.42µm
_04562_,22.42µm
u_ibex_top.gen_regfile_ff.register_file_i.g_plain_rf.g_rf_flops\[21\].rf_reg_q\[10\],22.42µm
u_ibex_top.gen_regfile_ff.register_file_i.g_plain_rf.g_rf_flops\[26\].rf_reg_q\[8\],22.42µm
_08520_,22.39µm
_06795_,22.38µm
u_ibex_top.crash_dump_o\[81\],22.38µm
u_ibex_top.gen_regfile_ff.register_file_i.g_plain_rf.g_rf_flops\[24\].rf_reg_q\[6\],22.38µm
u_ibex_top.gen_regfile_ff.register_file_i.g_plain_rf.g_rf_flops\[3\].rf_reg_q\[1\],22.38µm
u_ibex_top.gen_regfile_ff.register_file_i.g_plain_rf.g_rf_flops\[8\].rf_reg_q\[27\],22.38µm
net1102,22.38µm
net2595,22.38µm
_06029_,22.36µm
u_ibex_top.gen_regfile_ff.register_file_i.g_plain_rf.g_rf_flops\[7\].rf_reg_q\[25\],22.36µm
u_ibex_top.u_ibex_core.cs_registers_i.mcycle_counter_i.counter\[22\],22.36µm
u_ibex_top.u_ibex_core.ex_block_i.alu_i.g_no_alu_rvb.unused_imd_val_q\[11\],22.355µm
_04358_,22.34µm
u_ibex_top.gen_regfile_ff.register_file_i.g_plain_rf.g_rf_flops\[16\].rf_reg_q\[15\],22.34µm
u_ibex_top.gen_regfile_ff.register_file_i.g_plain_rf.g_rf_flops\[20\].rf_reg_q\[13\],22.34µm
u_ibex_top.gen_regfile_ff.register_file_i.g_plain_rf.g_rf_flops\[5\].rf_reg_q\[23\],22.34µm
net30,22.335µm
_05868_,22.31µm
_05799_,22.3µm
u_ibex_top.gen_regfile_ff.register_file_i.g_plain_rf.g_rf_flops\[13\].rf_reg_q\[17\],22.3µm
u_ibex_top.gen_regfile_ff.register_file_i.g_plain_rf.g_rf_flops\[13\].rf_reg_q\[29\],22.3µm
u_ibex_top.gen_regfile_ff.register_file_i.g_plain_rf.g_rf_flops\[5\].rf_reg_q\[5\],22.3µm
net252,22.3µm
_06207_,22.28µm
u_ibex_top.gen_regfile_ff.register_file_i.g_plain_rf.g_rf_flops\[12\].rf_reg_q\[24\],22.28µm
u_ibex_top.gen_regfile_ff.register_file_i.g_plain_rf.g_rf_flops\[21\].rf_reg_q\[29\],22.28µm
_08750_,22.26µm
u_ibex_top.gen_regfile_ff.register_file_i.g_plain_rf.g_rf_flops\[8\].rf_reg_q\[12\],22.26µm
u_ibex_top.crash_dump_o\[124\],22.24µm
u_ibex_top.gen_regfile_ff.register_file_i.g_plain_rf.g_rf_flops\[2\].rf_reg_q\[16\],22.24µm
net892,22.22µm
_03263_,22.2µm
_06542_,22.2µm
u_ibex_top.gen_regfile_ff.register_file_i.g_plain_rf.g_rf_flops\[12\].rf_reg_q\[29\],22.2µm
u_ibex_top.gen_regfile_ff.register_file_i.g_plain_rf.g_rf_flops\[23\].rf_reg_q\[5\],22.2µm
u_ibex_top.gen_regfile_ff.register_file_i.g_plain_rf.g_rf_flops\[24\].rf_reg_q\[7\],22.2µm
u_ibex_top.gen_regfile_ff.register_file_i.g_plain_rf.g_rf_flops\[26\].rf_reg_q\[28\],22.2µm
_04733_,22.18µm
u_ibex_top.gen_regfile_ff.register_file_i.g_plain_rf.g_rf_flops\[30\].rf_reg_q\[11\],22.18µm
u_ibex_top.u_ibex_core.if_stage_i.gen_prefetch_buffer.prefetch_buffer_i.fifo_i.rdata_q\[73\],22.18µm
_06453_,22.175µm
_04707_,22.17µm
u_ibex_top.gen_regfile_ff.register_file_i.g_plain_rf.g_rf_flops\[25\].rf_reg_q\[6\],22.17µm
_04664_,22.16µm
u_ibex_top.gen_regfile_ff.register_file_i.g_plain_rf.g_rf_flops\[23\].rf_reg_q\[1\],22.16µm
u_ibex_top.gen_regfile_ff.register_file_i.g_plain_rf.g_rf_flops\[28\].rf_reg_q\[8\],22.16µm
u_ibex_top.gen_regfile_ff.register_file_i.g_plain_rf.g_rf_flops\[20\].rf_reg_q\[7\],22.14µm
_06463_,22.12µm
_08902_,22.12µm
u_ibex_top.gen_regfile_ff.register_file_i.g_plain_rf.g_rf_flops\[28\].rf_reg_q\[1\],22.12µm
u_ibex_top.crash_dump_o\[158\],22.105µm
_04491_,22.1µm
u_ibex_top.gen_regfile_ff.register_file_i.g_plain_rf.g_rf_flops\[27\].rf_reg_q\[19\],22.1µm
u_ibex_top.gen_regfile_ff.register_file_i.g_plain_rf.g_rf_flops\[21\].rf_reg_q\[7\],22.09µm
_03330_,22.08µm
u_ibex_top.gen_regfile_ff.register_file_i.g_plain_rf.g_rf_flops\[4\].rf_reg_q\[8\],22.08µm
u_ibex_top.u_ibex_core.cs_registers_i.mie_q\[3\],22.08µm
u_ibex_top.crash_dump_o\[31\],22.06µm
u_ibex_top.gen_regfile_ff.register_file_i.g_plain_rf.g_rf_flops\[24\].rf_reg_q\[8\],22.06µm
u_ibex_top.gen_regfile_ff.register_file_i.g_plain_rf.g_rf_flops\[31\].rf_reg_q\[9\],22.06µm
u_ibex_top.gen_regfile_ff.register_file_i.g_plain_rf.g_rf_flops\[7\].rf_reg_q\[4\],22.06µm
u_ibex_top.u_ibex_core.load_store_unit_i.rdata_q\[20\],22.05µm
_02721_,22.04µm
_06521_,22.04µm
u_ibex_top.gen_regfile_ff.register_file_i.g_plain_rf.g_rf_flops\[15\].rf_reg_q\[22\],22.04µm
u_ibex_top.gen_regfile_ff.register_file_i.g_plain_rf.g_rf_flops\[22\].rf_reg_q\[21\],22.02µm
u_ibex_top.gen_regfile_ff.register_file_i.g_plain_rf.g_rf_flops\[9\].rf_reg_q\[4\],22.02µm
_06637_,22µm
_06772_,22µm
_07769_,22µm
_09127_,22µm
u_ibex_top.gen_regfile_ff.register_file_i.g_plain_rf.g_rf_flops\[17\].rf_reg_q\[0\],22µm
u_ibex_top.gen_regfile_ff.register_file_i.g_plain_rf.g_rf_flops\[21\].rf_reg_q\[19\],22µm
u_ibex_top.u_ibex_core.cs_registers_i.mhpmcounter\[1885\],22µm
u_ibex_top.gen_regfile_ff.register_file_i.g_plain_rf.g_rf_flops\[31\].rf_reg_q\[29\],21.98µm
_06007_,21.965µm
_05202_,21.96µm
u_ibex_top.crash_dump_o\[83\],21.94µm
_04246_,21.92µm
_04766_,21.92µm
u_ibex_top.gen_regfile_ff.register_file_i.g_plain_rf.g_rf_flops\[13\].rf_reg_q\[26\],21.92µm
u_ibex_top.gen_regfile_ff.register_file_i.g_plain_rf.g_rf_flops\[29\].rf_reg_q\[31\],21.92µm
u_ibex_top.u_ibex_core.cs_registers_i.mhpmcounter\[1877\],21.91µm
u_ibex_top.gen_regfile_ff.register_file_i.g_plain_rf.g_rf_flops\[1\].rf_reg_q\[3\],21.885µm
_09831_,21.88µm
u_ibex_top.gen_regfile_ff.register_file_i.g_plain_rf.g_rf_flops\[9\].rf_reg_q\[0\],21.88µm
u_ibex_top.u_ibex_core.id_stage_i.controller_i.ctrl_fsm_cs\[1\],21.88µm
u_ibex_top.gen_regfile_ff.register_file_i.g_plain_rf.g_rf_flops\[14\].rf_reg_q\[0\],21.875µm
_07379_,21.84µm
u_ibex_top.crash_dump_o\[99\],21.84µm
u_ibex_top.gen_regfile_ff.register_file_i.g_plain_rf.g_rf_flops\[4\].rf_reg_q\[5\],21.84µm
_06791_,21.82µm
u_ibex_top.gen_regfile_ff.register_file_i.g_plain_rf.g_rf_flops\[13\].rf_reg_q\[8\],21.82µm
u_ibex_top.gen_regfile_ff.register_file_i.g_plain_rf.g_rf_flops\[8\].rf_reg_q\[1\],21.82µm
u_ibex_top.gen_regfile_ff.register_file_i.g_plain_rf.g_rf_flops\[13\].rf_reg_q\[9\],21.81µm
_05582_,21.8µm
u_ibex_top.gen_regfile_ff.register_file_i.g_plain_rf.g_rf_flops\[12\].rf_reg_q\[13\],21.8µm
u_ibex_top.gen_regfile_ff.register_file_i.g_plain_rf.g_rf_flops\[20\].rf_reg_q\[15\],21.8µm
u_ibex_top.gen_regfile_ff.register_file_i.g_plain_rf.g_rf_flops\[25\].rf_reg_q\[30\],21.8µm
u_ibex_top.gen_regfile_ff.register_file_i.g_plain_rf.g_rf_flops\[8\].rf_reg_q\[18\],21.8µm
net2138,21.8µm
_03630_,21.78µm
_05040_,21.78µm
_02991_,21.76µm
_05448_,21.76µm
_08439_,21.76µm
u_ibex_top.gen_regfile_ff.register_file_i.g_plain_rf.g_rf_flops\[13\].rf_reg_q\[23\],21.76µm
u_ibex_top.gen_regfile_ff.register_file_i.g_plain_rf.g_rf_flops\[13\].rf_reg_q\[4\],21.76µm
_05495_,21.725µm
_03084_,21.72µm
u_ibex_top.gen_regfile_ff.register_file_i.g_plain_rf.g_rf_flops\[26\].rf_reg_q\[18\],21.72µm
u_ibex_top.gen_regfile_ff.register_file_i.g_plain_rf.g_rf_flops\[9\].rf_reg_q\[17\],21.72µm
net1966,21.72µm
_03404_,21.7µm
_03526_,21.7µm
u_ibex_top.gen_regfile_ff.register_file_i.g_plain_rf.g_rf_flops\[4\].rf_reg_q\[15\],21.7µm
_05175_,21.66µm
_08869_,21.66µm
_04949_,21.65µm
_08642_,21.65µm
u_ibex_top.gen_regfile_ff.register_file_i.g_plain_rf.g_rf_flops\[14\].rf_reg_q\[15\],21.65µm
u_ibex_top.gen_regfile_ff.register_file_i.g_plain_rf.g_rf_flops\[7\].rf_reg_q\[29\],21.65µm
_02142_,21.64µm
_08753_,21.64µm
u_ibex_top.gen_regfile_ff.register_file_i.g_plain_rf.g_rf_flops\[1\].rf_reg_q\[7\],21.635µm
_08793_,21.62µm
_09449_,21.62µm
_03943_,21.6µm
net2335,21.6µm
_03786_,21.59µm
_05866_,21.56µm
net3994,21.56µm
_06539_,21.54µm
_06609_,21.54µm
_06975_,21.54µm
u_ibex_top.gen_regfile_ff.register_file_i.g_plain_rf.g_rf_flops\[25\].rf_reg_q\[2\],21.54µm
u_ibex_top.gen_regfile_ff.register_file_i.g_plain_rf.g_rf_flops\[7\].rf_reg_q\[13\],21.54µm
u_ibex_top.gen_regfile_ff.register_file_i.g_plain_rf.g_rf_flops\[17\].rf_reg_q\[17\],21.52µm
net2498,21.52µm
u_ibex_top.gen_regfile_ff.register_file_i.g_plain_rf.g_rf_flops\[1\].rf_reg_q\[22\],21.505µm
_03274_,21.5µm
_07620_,21.5µm
u_ibex_top.gen_regfile_ff.register_file_i.g_plain_rf.g_rf_flops\[23\].rf_reg_q\[8\],21.5µm
u_ibex_top.gen_regfile_ff.register_file_i.g_plain_rf.g_rf_flops\[6\].rf_reg_q\[29\],21.5µm
net1971,21.5µm
_06197_,21.49µm
_06661_,21.48µm
_07736_,21.48µm
u_ibex_top.gen_regfile_ff.register_file_i.g_plain_rf.g_rf_flops\[22\].rf_reg_q\[19\],21.48µm
u_ibex_top.gen_regfile_ff.register_file_i.g_plain_rf.g_rf_flops\[29\].rf_reg_q\[24\],21.48µm
u_ibex_top.u_ibex_core.cs_registers_i.dscratch0_q\[27\],21.48µm
_02913_,21.47µm
_03795_,21.46µm
_08102_,21.46µm
u_ibex_top.u_ibex_core.cs_registers_i.csr_depc_o\[20\],21.46µm
u_ibex_top.u_ibex_core.cs_registers_i.dcsr_q\[15\],21.46µm
net2485,21.46µm
net2574,21.46µm
u_ibex_top.gen_regfile_ff.register_file_i.g_plain_rf.g_rf_flops\[10\].rf_reg_q\[4\],21.44µm
u_ibex_top.crash_dump_o\[75\],21.425µm
_04654_,21.42µm
u_ibex_top.gen_regfile_ff.register_file_i.g_plain_rf.g_rf_flops\[23\].rf_reg_q\[14\],21.42µm
_05280_,21.4µm
_05562_,21.4µm
_05313_,21.385µm
_06110_,21.38µm
u_ibex_top.gen_regfile_ff.register_file_i.g_plain_rf.g_rf_flops\[23\].rf_reg_q\[15\],21.38µm
u_ibex_top.gen_regfile_ff.register_file_i.g_plain_rf.g_rf_flops\[31\].rf_reg_q\[15\],21.38µm
u_ibex_top.gen_regfile_ff.register_file_i.g_plain_rf.g_rf_flops\[31\].rf_reg_q\[2\],21.36µm
_05260_,21.34µm
u_ibex_top.gen_regfile_ff.register_file_i.g_plain_rf.g_rf_flops\[8\].rf_reg_q\[11\],21.34µm
_04330_,21.32µm
_04350_,21.3µm
u_ibex_top.gen_regfile_ff.register_file_i.g_plain_rf.g_rf_flops\[11\].rf_reg_q\[4\],21.3µm
u_ibex_top.gen_regfile_ff.register_file_i.g_plain_rf.g_rf_flops\[23\].rf_reg_q\[26\],21.29µm
net2356,21.29µm
_02352_,21.28µm
_06241_,21.28µm
u_ibex_top.gen_regfile_ff.register_file_i.g_plain_rf.g_rf_flops\[15\].rf_reg_q\[16\],21.28µm
u_ibex_top.gen_regfile_ff.register_file_i.g_plain_rf.g_rf_flops\[15\].rf_reg_q\[5\],21.28µm
_07380_,21.26µm
u_ibex_top.gen_regfile_ff.register_file_i.g_plain_rf.g_rf_flops\[24\].rf_reg_q\[31\],21.26µm
u_ibex_top.gen_regfile_ff.register_file_i.g_plain_rf.g_rf_flops\[2\].rf_reg_q\[6\],21.26µm
_06669_,21.235µm
_08764_,21.22µm
_03918_,21.2µm
_03991_,21.2µm
_06235_,21.2µm
_06831_,21.2µm
_07673_,21.2µm
u_ibex_top.u_ibex_core.cs_registers_i.dscratch1_q\[26\],21.2µm
u_ibex_top.u_ibex_core.ex_block_i.gen_multdiv_fast.multdiv_i.op_numerator_q\[17\],21.2µm
_02293_,21.18µm
_07882_,21.18µm
net2681,21.18µm
_05750_,21.175µm
_02115_,21.16µm
_02283_,21.16µm
u_ibex_top.gen_regfile_ff.register_file_i.g_plain_rf.g_rf_flops\[1\].rf_reg_q\[25\],21.16µm
u_ibex_top.u_ibex_core.cs_registers_i.csr_mtvec_o\[31\],21.16µm
u_ibex_top.u_ibex_core.cs_registers_i.mcycle_counter_i.counter\[21\],21.16µm
u_ibex_top.gen_regfile_ff.register_file_i.g_plain_rf.g_rf_flops\[26\].rf_reg_q\[27\],21.14µm
u_ibex_top.u_ibex_core.cs_registers_i.mcycle_counter_i.counter\[62\],21.14µm
_09107_,21.12µm
u_ibex_top.gen_regfile_ff.register_file_i.g_plain_rf.g_rf_flops\[25\].rf_reg_q\[19\],21.12µm
u_ibex_top.gen_regfile_ff.register_file_i.g_plain_rf.g_rf_flops\[28\].rf_reg_q\[6\],21.12µm
_07614_,21.1µm
u_ibex_top.u_ibex_core.cs_registers_i.dscratch1_q\[24\],21.1µm
net3783,21.1µm
_04167_,21.09µm
net2518,21.09µm
_03536_,21.08µm
_04297_,21.08µm
u_ibex_top.gen_regfile_ff.register_file_i.g_plain_rf.g_rf_flops\[5\].rf_reg_q\[25\],21.08µm
net829,21.08µm
u_ibex_top.gen_regfile_ff.register_file_i.g_plain_rf.g_rf_flops\[16\].rf_reg_q\[3\],21.06µm
_04410_,21.04µm
u_ibex_top.gen_regfile_ff.register_file_i.g_plain_rf.g_rf_flops\[2\].rf_reg_q\[9\],21.04µm
_05105_,21.02µm
_08056_,21.02µm
u_ibex_top.gen_regfile_ff.register_file_i.g_plain_rf.g_rf_flops\[24\].rf_reg_q\[19\],21.02µm
